Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate,benchmark
vib_new_1147,175,50x50,0.05,N/A,N/A,N/A,N/A,1417,1.47946,4.95825,2.48611e+07,2.48611,1.99462,0.12,"9,0",boundtop
vib_new_1011,175,50x50,0.05,N/A,N/A,N/A,N/A,1903,1.47946,4.95825,2.26328e+07,2.26328,2.81242,0.14,"25,2",boundtop
vib_new_1470,175,50x50,0.05,N/A,N/A,N/A,N/A,1694,1.47946,4.95825,2.50301e+07,2.50301,2.07022,0.13,"10,0",boundtop
vib_new_1282,175,50x50,0.05,N/A,N/A,N/A,N/A,1939,1.47946,4.95825,2.75760e+07,2.75760,2.2931,0.082,"27,0",boundtop
vib_new_570,175,50x50,0.05,N/A,N/A,N/A,N/A,1223,1.47946,4.95825,2.73196e+07,2.73196,2.03394,0.11,"25,2",boundtop
vib_new_248,175,50x50,0.05,N/A,N/A,N/A,N/A,1741,1.47946,4.95825,3.17247e+07,3.17247,2.15236,0.062,"24,5",boundtop
vib_new_1325,175,50x50,0.05,N/A,N/A,N/A,N/A,2017,1.47946,4.95825,2.41083e+07,2.41083,2.06216,0.12,"28,0",boundtop
vib_new_669,175,50x50,0.05,N/A,N/A,N/A,N/A,1338,1.47946,4.95825,3.27461e+07,3.27461,1.91772,0.1,"19,1",boundtop
vib_new_1414,175,50x50,0.05,N/A,N/A,N/A,N/A,1450,1.47946,4.95825,3.07531e+07,3.07531,1.69564,0.077,"22,2",boundtop
vib_new_1439,175,50x50,0.05,N/A,N/A,N/A,N/A,1465,1.47946,4.95825,2.97539e+07,2.97539,1.93063,0.076,"21,0",boundtop
vib_new_752,175,50x50,0.05,N/A,N/A,N/A,N/A,1779,1.47946,4.95825,2.87258e+07,2.87258,1.81118,0.08,"18,1",boundtop
vib_new_638,175,50x50,0.05,N/A,N/A,N/A,N/A,1435,1.47946,4.95825,3.13967e+07,3.13967,1.66822,0.092,"24,1",boundtop
vib_new_44,175,50x50,0.05,N/A,N/A,N/A,N/A,1356,1.47946,4.95825,3.41891e+07,3.41891,1.83999,0.089,"12,1",boundtop
vib_new_1096,175,50x50,0.05,N/A,N/A,N/A,N/A,2387,1.47946,4.95825,2.30021e+07,2.30021,1.78636,0.16,"14,0",boundtop
vib_new_35,175,50x50,0.05,N/A,N/A,N/A,N/A,1728,1.47946,4.95825,3.00635e+07,3.00635,2.10469,0.11,"12,1",boundtop
vib_new_147,175,50x50,0.05,N/A,N/A,N/A,N/A,2361,1.47946,4.95825,2.44691e+07,2.44691,2.34548,0.19,"23,1",boundtop
vib_new_1356,175,50x50,0.05,N/A,N/A,N/A,N/A,1839,1.47946,4.95825,2.61163e+07,2.61163,2.04082,0.11,"26,1",boundtop
vib_new_1383,175,50x50,0.05,N/A,N/A,N/A,N/A,1703,1.47946,4.95825,2.88209e+07,2.88209,1.5604,0.086,"1,9",boundtop
vib_new_337,175,50x50,0.05,N/A,N/A,N/A,N/A,1795,1.47946,4.95825,1.89134e+07,1.89134,2.65254,0.18,"11,0",boundtop
vib_new_1309,175,50x50,0.05,N/A,N/A,N/A,N/A,2026,1.47946,4.95825,2.66735e+07,2.66735,2.40842,0.16,"28,3",boundtop
vib_new_603,175,50x50,0.05,N/A,N/A,N/A,N/A,1640,1.47946,4.95825,2.33588e+07,2.33588,2.12349,0.11,"16,1",boundtop
vib_new_1162,175,50x50,0.05,N/A,N/A,N/A,N/A,1935,1.47946,4.95825,2.51937e+07,2.51937,2.00672,0.2,"27,1",boundtop
vib_new_1022,175,50x50,0.05,N/A,N/A,N/A,N/A,2657,1.47946,4.95825,2.75508e+07,2.75508,2.67288,0.21,"26,1",boundtop
vib_new_215,175,50x50,0.05,N/A,N/A,N/A,N/A,2063,1.47946,4.95825,2.42836e+07,2.42836,2.36524,0.11,"28,1",boundtop
vib_new_1498,175,50x50,0.05,N/A,N/A,N/A,N/A,1505,1.47946,4.95825,2.68972e+07,2.68972,2.55508,0.15,"30,48",boundtop
vib_new_108,175,50x50,0.05,N/A,N/A,N/A,N/A,3240,1.47946,4.95825,3.05168e+07,3.05168,2.1962,0.2,"24,1",boundtop
vib_new_100,175,50x50,0.05,N/A,N/A,N/A,N/A,1574,1.47946,4.95825,3.02311e+07,3.02311,1.99891,0.11,"15,1",boundtop
vib_new_608,175,50x50,0.05,N/A,N/A,N/A,N/A,1298,1.47946,4.95825,2.73872e+07,2.73872,2.40333,0.13,"12,0",boundtop
vib_new_61,175,50x50,0.05,N/A,N/A,N/A,N/A,2156,1.47946,4.95825,3.00390e+07,3.00390,1.82164,0.082,"13,1",boundtop
vib_new_1129,175,50x50,0.05,N/A,N/A,N/A,N/A,2291,1.47946,4.95825,3.13073e+07,3.13073,2.02058,0.18,"13,1",boundtop
vib_new_923,175,50x50,0.05,N/A,N/A,N/A,N/A,2811,1.47946,4.95825,1.98040e+07,1.98040,1.84856,0.22,"22,1",boundtop
vib_new_56,175,50x50,0.05,N/A,N/A,N/A,N/A,2539,1.47946,4.95825,2.04300e+07,2.04300,2.14844,0.22,"25,1",boundtop
vib_new_1475,175,50x50,0.05,N/A,N/A,N/A,N/A,3023,1.47946,4.95825,2.14519e+07,2.14519,2.03589,0.34,"26,1",boundtop
vib_new_696,175,50x50,0.05,N/A,N/A,N/A,N/A,1302,1.47946,4.95825,2.51443e+07,2.51443,1.39618,0.11,"29,0",boundtop
vib_new_1074,175,50x50,0.05,N/A,N/A,N/A,N/A,1539,1.47946,4.95825,2.43618e+07,2.43618,1.76544,0.1,"9,1",boundtop
vib_new_654,175,50x50,0.05,N/A,N/A,N/A,N/A,2504,1.47946,4.95825,3.01918e+07,3.01918,2.46614,0.18,"16,1",boundtop
vib_new_1459,175,50x50,0.05,N/A,N/A,N/A,N/A,1696,1.47946,4.95825,1.89824e+07,1.89824,2.00572,0.15,"25,8",boundtop
vib_new_645,175,50x50,0.05,N/A,N/A,N/A,N/A,1816,1.47946,4.95825,2.90002e+07,2.90002,1.5822,0.12,"25,1",boundtop
vib_new_627,175,50x50,0.05,N/A,N/A,N/A,N/A,1951,1.47946,4.95825,3.18775e+07,3.18775,2.45344,0.1,"19,1",boundtop
vib_new_844,175,50x50,0.05,N/A,N/A,N/A,N/A,1913,1.47946,4.95825,2.60799e+07,2.60799,1.70007,0.098,"15,1",boundtop
vib_new_301,175,50x50,0.05,N/A,N/A,N/A,N/A,2002,1.47946,4.95825,3.14936e+07,3.14936,2.49701,0.099,"12,1",boundtop
vib_new_1236,175,50x50,0.05,N/A,N/A,N/A,N/A,2253,1.47946,4.95825,3.08874e+07,3.08874,2.37286,0.18,"9,0",boundtop
vib_new_513,175,50x50,0.05,N/A,N/A,N/A,N/A,1508,1.47946,4.95825,2.37936e+07,2.37936,1.66696,0.099,"15,1",boundtop
vib_new_476,175,50x50,0.05,N/A,N/A,N/A,N/A,2261,1.47946,4.95825,2.74562e+07,2.74562,2.09245,0.1,"3,1",boundtop
vib_new_1240,175,50x50,0.05,N/A,N/A,N/A,N/A,2494,1.47946,4.95825,2.58875e+07,2.58875,2.41842,0.19,"26,1",boundtop
vib_new_618,175,50x50,0.05,N/A,N/A,N/A,N/A,1285,1.47946,4.95825,4.10242e+07,4.10242,1.61435,0.093,"24,1",boundtop
vib_new_79,175,50x50,0.05,N/A,N/A,N/A,N/A,1582,1.47946,4.95825,2.81432e+07,2.81432,2.30726,0.11,"15,0",boundtop
vib_new_1081,175,50x50,0.05,N/A,N/A,N/A,N/A,1788,1.47946,4.95825,2.38127e+07,2.38127,2.73189,0.1,"8,0",boundtop
vib_new_325,175,50x50,0.05,N/A,N/A,N/A,N/A,2171,1.47946,4.95825,2.50639e+07,2.50639,2.50552,0.12,"24,1",boundtop
vib_new_457,175,50x50,0.05,N/A,N/A,N/A,N/A,1409,1.47946,4.95825,3.42940e+07,3.42940,2.43411,0.11,"31,48",boundtop
vib_new_364,175,50x50,0.05,N/A,N/A,N/A,N/A,1674,1.47946,4.95825,3.06480e+07,3.06480,1.856,0.099,"21,1",boundtop
vib_new_921,175,50x50,0.05,N/A,N/A,N/A,N/A,1386,1.47946,4.95825,2.86585e+07,2.86585,1.75616,0.12,"26,2",boundtop
vib_new_1182,175,50x50,0.05,N/A,N/A,N/A,N/A,1427,1.47946,4.95825,2.70879e+07,2.70879,1.72544,0.082,"19,1",boundtop
vib_new_486,175,50x50,0.05,N/A,N/A,N/A,N/A,805,1.47946,4.95825,3.24773e+07,3.24773,1.00982,0.12,"29,0",boundtop
vib_new_1111,175,50x50,0.05,N/A,N/A,N/A,N/A,2373,1.47946,4.95825,2.02813e+07,2.02813,2.11658,0.2,"19,1",boundtop
vib_new_711,175,50x50,0.05,N/A,N/A,N/A,N/A,1663,1.47946,4.95825,2.88320e+07,2.88320,1.81052,0.13,"25,48",boundtop
vib_new_887,175,50x50,0.05,N/A,N/A,N/A,N/A,1363,1.47946,4.95825,2.81102e+07,2.81102,2.18353,0.11,"1,21",boundtop
vib_new_1277,175,50x50,0.05,N/A,N/A,N/A,N/A,1791,1.47946,4.95825,2.60535e+07,2.60535,1.88545,0.14,"24,1",boundtop
vib_new_678,175,50x50,0.05,N/A,N/A,N/A,N/A,1588,1.47946,4.95825,2.62479e+07,2.62479,2.24041,0.16,"22,1",boundtop
vib_new_1153,175,50x50,0.05,N/A,N/A,N/A,N/A,1503,1.47946,4.95825,3.03606e+07,3.03606,2.58968,0.12,"22,1",boundtop
vib_new_1366,175,50x50,0.05,N/A,N/A,N/A,N/A,2131,1.47946,4.95825,3.21153e+07,3.21153,2.15297,0.16,"10,1",boundtop
vib_new_1365,175,50x50,0.05,N/A,N/A,N/A,N/A,2143,1.47946,4.95825,2.52572e+07,2.52572,1.42738,0.1,"9,2",boundtop
vib_new_555,175,50x50,0.05,N/A,N/A,N/A,N/A,1544,1.47946,4.95825,3.47140e+07,3.47140,2.81295,0.1,"32,48",boundtop
vib_new_397,175,50x50,0.05,N/A,N/A,N/A,N/A,1520,1.47946,4.95825,2.44774e+07,2.44774,1.75762,0.15,"27,2",boundtop
vib_new_687,175,50x50,0.05,N/A,N/A,N/A,N/A,2179,1.47946,4.95825,2.42982e+07,2.42982,2.18362,0.16,"15,1",boundtop
vib_new_1090,175,50x50,0.05,N/A,N/A,N/A,N/A,1569,1.47946,4.95825,2.43884e+07,2.43884,1.78874,0.12,"10,1",boundtop
vib_new_962,175,50x50,0.05,N/A,N/A,N/A,N/A,2473,1.47946,4.95825,2.21900e+07,2.21900,1.75727,0.25,"13,1",boundtop
vib_new_399,175,50x50,0.05,N/A,N/A,N/A,N/A,2211,1.47946,4.95825,2.21155e+07,2.21155,1.69562,0.17,"24,3",boundtop
vib_new_1095,175,50x50,0.05,N/A,N/A,N/A,N/A,2246,1.47946,4.95825,1.75139e+07,1.75139,1.80408,0.18,"26,1",boundtop
vib_new_877,175,50x50,0.05,N/A,N/A,N/A,N/A,1886,1.47946,4.95825,3.07417e+07,3.07417,1.73977,0.08,"10,1",boundtop
vib_new_392,175,50x50,0.05,N/A,N/A,N/A,N/A,1740,1.47946,4.95825,3.05021e+07,3.05021,2.37796,0.11,"25,2",boundtop
vib_new_1384,175,50x50,0.05,N/A,N/A,N/A,N/A,2048,1.47946,4.95825,3.48431e+07,3.48431,2.08234,0.088,"16,1",boundtop
vib_new_1348,175,50x50,0.05,N/A,N/A,N/A,N/A,1420,1.47946,4.95825,2.90575e+07,2.90575,2.88718,0.077,"9,0",boundtop
vib_new_892,175,50x50,0.05,N/A,N/A,N/A,N/A,1482,1.47946,4.95825,2.62151e+07,2.62151,2.3074,0.14,"23,2",boundtop
vib_new_1221,175,50x50,0.05,N/A,N/A,N/A,N/A,1642,1.47946,4.95825,2.50138e+07,2.50138,1.9344,0.12,"18,0",boundtop
vib_new_474,175,50x50,0.05,N/A,N/A,N/A,N/A,2735,1.47946,4.95825,3.70768e+07,3.70768,2.54698,0.15,"27,1",boundtop
vib_new_613,175,50x50,0.05,N/A,N/A,N/A,N/A,1707,1.47946,4.95825,2.89911e+07,2.89911,1.6054,0.12,"20,0",boundtop
vib_new_1220,175,50x50,0.05,N/A,N/A,N/A,N/A,1576,1.47946,4.95825,2.61163e+07,2.61163,1.99768,0.074,"24,1",boundtop
vib_new_109,175,50x50,0.05,N/A,N/A,N/A,N/A,3051,1.47946,4.95825,2.79515e+07,2.79515,2.74166,0.17,"10,1",boundtop
vib_new_1329,175,50x50,0.05,N/A,N/A,N/A,N/A,1499,1.47946,4.95825,2.89325e+07,2.89325,2.8065,0.19,"29,0",boundtop
vib_new_576,175,50x50,0.05,N/A,N/A,N/A,N/A,2233,1.47946,4.95825,2.85433e+07,2.85433,2.16296,0.075,"15,1",boundtop
vib_new_937,175,50x50,0.05,N/A,N/A,N/A,N/A,1372,1.47946,4.95825,3.33602e+07,3.33602,2.29036,0.12,"15,0",boundtop
vib_new_969,175,50x50,0.05,N/A,N/A,N/A,N/A,1745,1.47946,4.95825,2.72734e+07,2.72734,2.46086,0.1,"31,48",boundtop
vib_new_1097,175,50x50,0.05,N/A,N/A,N/A,N/A,2650,1.47946,4.95825,2.28453e+07,2.28453,2.04761,0.27,"22,1",boundtop
vib_new_580,175,50x50,0.05,N/A,N/A,N/A,N/A,1119,1.47946,4.95825,2.47451e+07,2.47451,0.957779,0.19,"28,1",boundtop
vib_new_952,175,50x50,0.05,N/A,N/A,N/A,N/A,1393,1.47946,4.95825,2.69641e+07,2.69641,2.09824,0.082,"10,1",boundtop
vib_new_183,175,50x50,0.05,N/A,N/A,N/A,N/A,1593,1.47946,4.95825,3.18065e+07,3.18065,1.83375,0.12,"27,0",boundtop
vib_new_1229,175,50x50,0.05,N/A,N/A,N/A,N/A,1588,1.47946,4.95825,3.39903e+07,3.39903,2.26253,0.1,"16,1",boundtop
vib_new_125,175,50x50,0.05,N/A,N/A,N/A,N/A,2504,1.47946,4.95825,2.55148e+07,2.55148,3.31752,0.2,"12,1",boundtop
vib_new_241,175,50x50,0.05,N/A,N/A,N/A,N/A,1826,1.47946,4.95825,1.94553e+07,1.94553,2.7031,0.14,"18,1",boundtop
vib_new_1167,175,50x50,0.05,N/A,N/A,N/A,N/A,1609,1.47946,4.95825,2.76590e+07,2.76590,1.81404,0.092,"12,0",boundtop
vib_new_1163,175,50x50,0.05,N/A,N/A,N/A,N/A,1890,1.47946,4.95825,2.03330e+07,2.03330,1.72864,0.13,"22,1",boundtop
vib_new_1118,175,50x50,0.05,N/A,N/A,N/A,N/A,1353,1.47946,4.95825,2.53067e+07,2.53067,1.88348,0.13,"22,1",boundtop
vib_new_888,175,50x50,0.05,N/A,N/A,N/A,N/A,1727,1.47946,4.95825,2.31335e+07,2.31335,1.76021,0.16,"27,2",boundtop
vib_new_87,175,50x50,0.05,N/A,N/A,N/A,N/A,1724,1.47946,4.95825,3.35959e+07,3.35959,1.60105,0.11,"28,0",boundtop
vib_new_222,175,50x50,0.05,N/A,N/A,N/A,N/A,1617,1.47946,4.95825,3.49598e+07,3.49598,2.62862,0.094,"7,0",boundtop
vib_new_763,175,50x50,0.05,N/A,N/A,N/A,N/A,1557,1.47946,4.95825,3.20267e+07,3.20267,2.17197,0.1,"9,0",boundtop
vib_new_1480,175,50x50,0.05,N/A,N/A,N/A,N/A,2221,1.47946,4.95825,2.83735e+07,2.83735,2.49478,0.16,"26,1",boundtop
vib_new_103,175,50x50,0.05,N/A,N/A,N/A,N/A,1601,1.47946,4.95825,2.60966e+07,2.60966,1.82577,0.11,"15,1",boundtop
vib_new_6,175,50x50,0.05,N/A,N/A,N/A,N/A,2000,1.47946,4.95825,3.54688e+07,3.54688,1.75464,0.1,"26,2",boundtop
vib_new_979,175,50x50,0.05,N/A,N/A,N/A,N/A,2388,1.47946,4.95825,2.70316e+07,2.70316,1.97573,0.19,"24,1",boundtop
vib_new_180,175,50x50,0.05,N/A,N/A,N/A,N/A,1356,1.47946,4.95825,2.73770e+07,2.73770,1.44416,0.13,"23,2",boundtop
vib_new_499,175,50x50,0.05,N/A,N/A,N/A,N/A,1596,1.47946,4.95825,2.56087e+07,2.56087,1.92424,0.11,"1,18",boundtop
vib_new_1037,175,50x50,0.05,N/A,N/A,N/A,N/A,1871,1.47946,4.95825,3.19410e+07,3.19410,2.38183,0.15,"29,0",boundtop
vib_new_807,175,50x50,0.05,N/A,N/A,N/A,N/A,2914,1.47946,4.95825,2.34030e+07,2.34030,1.7242,0.24,"25,1",boundtop
vib_new_1232,175,50x50,0.05,N/A,N/A,N/A,N/A,1415,1.47946,4.95825,2.25975e+07,2.25975,1.81751,0.1,"28,0",boundtop
vib_new_708,175,50x50,0.05,N/A,N/A,N/A,N/A,1469,1.47946,4.95825,2.53660e+07,2.53660,1.55682,0.14,"27,2",boundtop
vib_new_1171,175,50x50,0.05,N/A,N/A,N/A,N/A,1794,1.47946,4.95825,2.37437e+07,2.37437,1.53708,0.16,"12,1",boundtop
vib_new_264,175,50x50,0.05,N/A,N/A,N/A,N/A,1311,1.47946,4.95825,2.67958e+07,2.67958,2.53899,0.12,"25,1",boundtop
vib_new_542,175,50x50,0.05,N/A,N/A,N/A,N/A,1987,1.47946,4.95825,2.60524e+07,2.60524,2.23846,0.25,"23,1",boundtop
vib_new_191,175,50x50,0.05,N/A,N/A,N/A,N/A,1643,1.47946,4.95825,2.49958e+07,2.49958,2.28724,0.13,"15,0",boundtop
vib_new_1077,175,50x50,0.05,N/A,N/A,N/A,N/A,1752,1.47946,4.95825,2.83357e+07,2.83357,2.01898,0.12,"27,0",boundtop
vib_new_957,175,50x50,0.05,N/A,N/A,N/A,N/A,1859,1.47946,4.95825,2.83025e+07,2.83025,2.13609,0.12,"9,0",boundtop
vib_new_14,175,50x50,0.05,N/A,N/A,N/A,N/A,1928,1.47946,4.95825,2.68850e+07,2.68850,2.37022,0.13,"26,48",boundtop
vib_new_32,175,50x50,0.05,N/A,N/A,N/A,N/A,1709,1.47946,4.95825,3.16218e+07,3.16218,2.17241,0.1,"32,48",boundtop
vib_new_910,175,50x50,0.05,N/A,N/A,N/A,N/A,1634,1.47946,4.95825,2.38650e+07,2.38650,1.69006,0.12,"25,1",boundtop
vib_new_517,175,50x50,0.05,N/A,N/A,N/A,N/A,1921,1.47946,4.95825,2.86450e+07,2.86450,1.81524,0.11,"26,1",boundtop
vib_new_619,175,50x50,0.05,N/A,N/A,N/A,N/A,2293,1.47946,4.95825,2.74597e+07,2.74597,1.85883,0.13,"10,1",boundtop
vib_new_695,175,50x50,0.05,N/A,N/A,N/A,N/A,1663,1.47946,4.95825,2.80536e+07,2.80536,1.73658,0.11,"10,0",boundtop
vib_new_975,175,50x50,0.05,N/A,N/A,N/A,N/A,3005,1.47946,4.95825,2.10669e+07,2.10669,1.72718,0.22,"23,1",boundtop
vib_new_856,175,50x50,0.05,N/A,N/A,N/A,N/A,3074,1.47946,4.95825,1.98047e+07,1.98047,2.21798,0.26,"22,1",boundtop
vib_new_441,175,50x50,0.05,N/A,N/A,N/A,N/A,1362,1.47946,4.95825,2.79082e+07,2.79082,1.54206,0.084,"12,1",boundtop
vib_new_914,175,50x50,0.05,N/A,N/A,N/A,N/A,1947,1.47946,4.95825,2.52995e+07,2.52995,1.99448,0.21,"28,1",boundtop
vib_new_863,175,50x50,0.05,N/A,N/A,N/A,N/A,1112,1.47946,4.95825,2.70457e+07,2.70457,1.20582,0.16,"29,0",boundtop
vib_new_1340,175,50x50,0.05,N/A,N/A,N/A,N/A,1694,1.47946,4.95825,2.32382e+07,2.32382,1.77442,0.1,"15,1",boundtop
vib_new_1034,175,50x50,0.05,N/A,N/A,N/A,N/A,2881,1.47946,4.95825,1.75714e+07,1.75714,1.72027,0.18,"22,0",boundtop
vib_new_997,175,50x50,0.05,N/A,N/A,N/A,N/A,1193,1.47946,4.95825,2.86937e+07,2.86937,1.6586,0.13,"24,1",boundtop
vib_new_1410,175,50x50,0.05,N/A,N/A,N/A,N/A,2035,1.47946,4.95825,3.17330e+07,3.17330,2.39249,0.086,"27,2",boundtop
vib_new_1214,175,50x50,0.05,N/A,N/A,N/A,N/A,1484,1.47946,4.95825,3.27821e+07,3.27821,2.1492,0.11,"29,0",boundtop
vib_new_253,175,50x50,0.05,N/A,N/A,N/A,N/A,2376,1.47946,4.95825,2.83151e+07,2.83151,1.88804,0.093,"12,1",boundtop
vib_new_1369,175,50x50,0.05,N/A,N/A,N/A,N/A,1700,1.47946,4.95825,2.44135e+07,2.44135,1.98358,0.12,"12,1",boundtop
vib_new_840,175,50x50,0.05,N/A,N/A,N/A,N/A,1249,1.47946,4.95825,2.33544e+07,2.33544,1.63612,0.11,"25,2",boundtop
vib_new_330,175,50x50,0.05,N/A,N/A,N/A,N/A,1716,1.47946,4.95825,2.37837e+07,2.37837,1.71168,0.1,"22,1",boundtop
vib_new_740,175,50x50,0.05,N/A,N/A,N/A,N/A,1254,1.47946,4.95825,2.43997e+07,2.43997,1.69694,0.11,"15,1",boundtop
vib_new_1209,175,50x50,0.05,N/A,N/A,N/A,N/A,1640,1.47946,4.95825,2.96769e+07,2.96769,1.66575,0.072,"15,0",boundtop
vib_new_928,175,50x50,0.05,N/A,N/A,N/A,N/A,1817,1.47946,4.95825,2.80431e+07,2.80431,1.56559,0.081,"12,1",boundtop
vib_new_1466,175,50x50,0.05,N/A,N/A,N/A,N/A,1958,1.47946,4.95825,3.10903e+07,3.10903,1.98424,0.093,"24,1",boundtop
vib_new_764,175,50x50,0.05,N/A,N/A,N/A,N/A,1485,1.47946,4.95825,2.74155e+07,2.74155,1.74294,0.14,"26,48",boundtop
vib_new_305,175,50x50,0.05,N/A,N/A,N/A,N/A,1651,1.47946,4.95825,3.87709e+07,3.87709,2.53584,0.084,"27,2",boundtop
vib_new_312,175,50x50,0.05,N/A,N/A,N/A,N/A,1741,1.47946,4.95825,2.20130e+07,2.20130,2.27093,0.12,"12,0",boundtop
vib_new_475,175,50x50,0.05,N/A,N/A,N/A,N/A,1663,1.47946,4.95825,2.98699e+07,2.98699,1.5388,0.12,"29,0",boundtop
vib_new_932,175,50x50,0.05,N/A,N/A,N/A,N/A,1613,1.47946,4.95825,3.10321e+07,3.10321,1.9797,0.08,"28,2",boundtop
vib_new_348,175,50x50,0.05,N/A,N/A,N/A,N/A,3220,1.47946,4.95825,2.36712e+07,2.36712,1.78216,0.19,"15,1",boundtop
vib_new_69,175,50x50,0.05,N/A,N/A,N/A,N/A,2169,1.47946,4.95825,2.38992e+07,2.38992,1.60877,0.11,"13,1",boundtop
vib_new_667,175,50x50,0.05,N/A,N/A,N/A,N/A,2036,1.47946,4.95825,2.75540e+07,2.75540,2.1295,0.17,"13,1",boundtop
vib_new_551,175,50x50,0.05,N/A,N/A,N/A,N/A,1527,1.47946,4.95825,3.13300e+07,3.13300,2.06343,0.1,"24,0",boundtop
vib_new_683,175,50x50,0.05,N/A,N/A,N/A,N/A,1791,1.47946,4.95825,3.45847e+07,3.45847,2.18808,0.077,"29,0",boundtop
vib_new_973,175,50x50,0.05,N/A,N/A,N/A,N/A,2003,1.47946,4.95825,3.09990e+07,3.09990,1.81041,0.13,"7,0",boundtop
vib_new_1019,175,50x50,0.05,N/A,N/A,N/A,N/A,1602,1.47946,4.95825,2.56301e+07,2.56301,1.91149,0.13,"23,1",boundtop
vib_new_309,175,50x50,0.05,N/A,N/A,N/A,N/A,2181,1.47946,4.95825,3.80665e+07,3.80665,2.08269,0.082,"25,0",boundtop
vib_new_286,175,50x50,0.05,N/A,N/A,N/A,N/A,1307,1.47946,4.95825,3.24393e+07,3.24393,1.82866,0.11,"22,1",boundtop
vib_new_149,175,50x50,0.05,N/A,N/A,N/A,N/A,2294,1.47946,4.95825,2.23116e+07,2.23116,1.90659,0.14,"24,1",boundtop
vib_new_351,175,50x50,0.05,N/A,N/A,N/A,N/A,1674,1.47946,4.95825,2.18702e+07,2.18702,2.62273,0.14,"26,2",boundtop
vib_new_1280,175,50x50,0.05,N/A,N/A,N/A,N/A,1747,1.47946,4.95825,2.32538e+07,2.32538,1.46378,0.14,"32,0",boundtop
vib_new_1253,175,50x50,0.05,N/A,N/A,N/A,N/A,1515,1.47946,4.95825,2.38843e+07,2.38843,1.62292,0.13,"23,1",boundtop
vib_new_1252,175,50x50,0.05,N/A,N/A,N/A,N/A,2127,1.47946,4.95825,2.59059e+07,2.59059,1.81776,0.12,"25,2",boundtop
vib_new_1499,175,50x50,0.05,N/A,N/A,N/A,N/A,2273,1.47946,4.95825,2.67399e+07,2.67399,2.06428,0.15,"12,1",boundtop
vib_new_1002,175,50x50,0.05,N/A,N/A,N/A,N/A,1525,1.47946,4.95825,2.67762e+07,2.67762,1.86166,0.093,"32,0",boundtop
vib_new_1358,175,50x50,0.05,N/A,N/A,N/A,N/A,1989,1.47946,4.95825,3.05507e+07,3.05507,2.55092,0.11,"14,0",boundtop
vib_new_958,175,50x50,0.05,N/A,N/A,N/A,N/A,1583,1.47946,4.95825,3.06502e+07,3.06502,1.8713,0.058,"9,1",boundtop
vib_new_322,175,50x50,0.05,N/A,N/A,N/A,N/A,1802,1.47946,4.95825,2.06423e+07,2.06423,2.12502,0.13,"24,1",boundtop
vib_new_84,175,50x50,0.05,N/A,N/A,N/A,N/A,2603,1.47946,4.95825,2.39684e+07,2.39684,2.09638,0.12,"22,2",boundtop
vib_new_874,175,50x50,0.05,N/A,N/A,N/A,N/A,1117,1.47946,4.95825,3.21647e+07,3.21647,2.30919,0.068,"25,1",boundtop
vib_new_346,175,50x50,0.05,N/A,N/A,N/A,N/A,1793,1.47946,4.95825,2.77885e+07,2.77885,2.37285,0.12,"9,0",boundtop
vib_new_329,175,50x50,0.05,N/A,N/A,N/A,N/A,1562,1.47946,4.95825,2.81816e+07,2.81816,2.03666,0.16,"18,0",boundtop
vib_new_9,175,50x50,0.05,N/A,N/A,N/A,N/A,1861,1.47946,4.95825,3.07782e+07,3.07782,2.00551,0.11,"25,48",boundtop
vib_new_762,175,50x50,0.05,N/A,N/A,N/A,N/A,2451,1.47946,4.95825,2.50419e+07,2.50419,2.13689,0.27,"27,1",boundtop
vib_new_1461,175,50x50,0.05,N/A,N/A,N/A,N/A,1539,1.47946,4.95825,2.63938e+07,2.63938,1.88886,0.14,"13,2",boundtop
vib_new_4,175,50x50,0.05,N/A,N/A,N/A,N/A,1306,1.47946,4.95825,2.27530e+07,2.27530,1.83703,0.12,"12,0",boundtop
vib_new_736,175,50x50,0.05,N/A,N/A,N/A,N/A,2000,1.47946,4.95825,1.92311e+07,1.92311,1.62882,0.17,"14,1",boundtop
vib_new_1460,175,50x50,0.05,N/A,N/A,N/A,N/A,1946,1.47946,4.95825,2.12439e+07,2.12439,2.68092,0.086,"25,1",boundtop
vib_new_1428,175,50x50,0.05,N/A,N/A,N/A,N/A,1714,1.47946,4.95825,2.46251e+07,2.46251,2.1551,0.13,"34,47",boundtop
vib_new_1180,175,50x50,0.05,N/A,N/A,N/A,N/A,2517,1.47946,4.95825,2.29665e+07,2.29665,1.70586,0.22,"22,1",boundtop
vib_new_971,175,50x50,0.05,N/A,N/A,N/A,N/A,1577,1.47946,4.95825,2.71544e+07,2.71544,1.72976,0.076,"24,1",boundtop
vib_new_904,175,50x50,0.05,N/A,N/A,N/A,N/A,2237,1.47946,4.95825,1.90181e+07,1.90181,2.50433,0.17,"22,1",boundtop
vib_new_948,175,50x50,0.05,N/A,N/A,N/A,N/A,1553,1.47946,4.95825,2.69132e+07,2.69132,2.206,0.13,"12,0",boundtop
